# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 59 4 264 0 0
10001 369 5 21 0 0
10002 211 1 457 54 334
10003 1 7 464 0 0
10004 82 6 193 0 0
10005 192 7 494 0 0
10006 138 1 101 0 0
10007 251 1 266 84 132
10008 459 3 277 0 0
10009 20 3 254 32 121
10010 348 6 162 39 35
10011 1 5 350 12 197
10012 213 1 247 0 0
10013 494 8 26 39 20
10014 352 8 341 29 129
10015 148 9 56 51 22
10016 491 6 310 77 303
10017 478 2 271 83 199
10018 412 7 102 93 22
10019 383 5 218 45 110
10020 444 10 148 0 0
10021 51 4 128 0 0
10022 326 5 95 0 0
10023 448 9 263 0 0
10024 266 4 74 53 9
10025 437 2 25 9 15
10026 111 9 313 0 0
10027 92 3 334 71 288
10028 208 8 224 0 0
10029 114 4 111 0 0
