# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 177 6 383 0 0
10001 410 4 77 7 15
10002 328 7 463 62 252
10003 44 10 234 0 0
10004 135 8 159 64 103
10005 367 6 29 0 0
10006 253 2 120 0 0
10007 154 9 47 0 0
10008 385 4 166 51 88
10009 365 6 456 0 0
10010 369 5 61 21 26
10011 432 1 45 87 38
10012 196 4 257 0 0
10013 463 1 457 0 0
10014 201 3 385 63 8
10015 290 5 24 20 0
10016 71 6 204 0 0
10017 70 5 276 27 191
10018 410 4 283 0 0
10019 459 9 393 0 0
10020 369 7 195 0 0
10021 427 1 178 0 0
10022 473 8 188 0 0
10023 242 7 167 80 108
10024 372 7 115 0 0
10025 266 6 59 94 17
10026 402 6 490 73 47
10027 201 2 27 92 2
10028 363 7 3 15 0
10029 408 8 218 0 0
