# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 484 2 330 0 0
10001 344 5 316 0 0
10002 322 9 479 26 90
10003 199 8 181 0 0
10004 179 9 57 70 5
10005 143 9 46 49 41
10006 127 6 411 0 0
10007 480 10 238 0 0
10008 453 2 444 17 245
10009 293 7 13 86 12
10010 54 4 424 0 0
10011 203 8 256 32 236
10012 482 7 2 87 2
10013 422 4 372 0 0
10014 163 10 365 83 21
10015 283 10 455 55 101
10016 237 1 312 12 239
10017 434 2 444 17 425
10018 191 3 275 81 95
10019 42 2 345 29 51
10020 430 2 26 2 21
10021 159 7 276 0 0
10022 269 2 95 0 0
10023 78 1 99 94 33
10024 220 7 249 0 0
10025 281 10 439 0 0
10026 397 8 157 0 0
10027 326 3 202 0 0
10028 476 6 18 0 0
10029 245 9 178 88 70
