# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 266 5 435 0 0
10001 2 4 384 0 0
10002 91 4 92 7 89
10003 373 1 333 0 0
10004 325 10 450 0 0
10005 157 3 281 81 281
10006 308 4 313 0 0
10007 255 6 97 61 39
10008 413 8 52 0 0
10009 57 6 44 0 0
10010 275 3 340 0 0
10011 227 3 413 0 0
10012 225 9 253 34 18
10013 175 6 77 88 31
10014 21 4 395 0 0
10015 473 7 6 4 6
10016 252 6 411 0 0
10017 243 1 418 46 411
10018 455 9 216 0 0
10019 276 1 165 0 0
10020 110 5 326 9 87
10021 354 2 3 0 0
10022 211 7 463 0 0
10023 135 8 74 0 0
10024 133 8 431 0 0
10025 224 3 450 0 0
10026 196 10 441 9 20
10027 486 1 40 0 0
10028 238 6 224 69 91
10029 172 7 23 0 0
