# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 364 3 435 0 0
10001 362 8 450 56 1
10002 71 6 490 49 244
10003 444 8 393 93 380
10004 280 6 426 0 0
10005 102 8 18 31 4
10006 311 5 438 0 0
10007 8 4 449 0 0
10008 88 9 130 23 34
10009 153 9 301 0 0
10010 257 4 173 0 0
10011 408 4 465 52 302
10012 486 8 189 0 0
10013 297 9 385 0 0
10014 429 3 31 87 13
10015 197 2 217 0 0
10016 29 4 313 0 0
10017 223 7 54 70 42
10018 306 6 140 0 0
10019 489 6 474 0 0
10020 58 9 230 44 131
10021 496 5 322 41 192
10022 466 3 367 90 22
10023 289 8 499 39 423
10024 194 4 375 0 0
10025 467 5 482 10 322
10026 459 7 129 53 30
10027 174 7 315 56 177
10028 121 1 34 0 0
10029 232 10 491 88 250
