# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 398 10 244 0 0
10001 83 2 377 31 102
10002 442 4 118 0 0
10003 172 8 333 32 34
10004 104 7 35 52 8
10005 450 5 303 45 111
10006 184 8 205 61 159
10007 14 2 448 0 0
10008 488 6 64 76 53
10009 120 8 374 0 0
10010 208 10 382 0 0
10011 359 9 223 17 13
10012 145 8 158 0 0
10013 488 7 311 0 0
10014 295 9 122 0 0
10015 94 4 60 0 0
10016 127 5 392 35 266
10017 497 8 332 45 167
10018 324 7 306 0 0
10019 92 10 176 0 0
10020 81 4 483 74 301
10021 187 1 361 43 335
10022 68 9 467 72 287
10023 142 8 175 0 0
10024 216 1 480 0 0
10025 402 7 140 20 96
10026 52 2 486 90 459
10027 406 9 40 17 40
10028 310 7 138 0 0
10029 258 1 490 0 0
