# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 338 3 394 0 0
10001 273 7 435 0 0
10002 92 7 245 0 0
10003 147 5 339 62 309
10004 58 10 121 39 72
10005 499 5 340 0 0
10006 360 9 323 0 0
10007 82 3 69 53 18
10008 440 7 362 0 0
10009 253 1 147 34 112
10010 365 4 23 0 0
10011 265 8 74 0 0
10012 98 3 472 0 0
10013 257 1 414 0 0
10014 114 6 215 0 0
10015 59 10 412 67 261
10016 425 8 83 0 0
10017 330 3 340 0 0
10018 244 1 269 0 0
10019 306 10 394 0 0
10020 405 2 343 0 0
10021 393 1 26 57 6
10022 154 2 49 69 0
10023 424 10 85 0 0
10024 441 7 12 0 0
10025 213 2 10 55 5
10026 434 10 456 0 0
10027 222 2 411 49 39
10028 151 9 401 0 0
10029 172 3 125 0 0
