# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 90 1 306 20 123
10001 396 10 312 59 34
10002 290 2 486 0 0
10003 166 8 112 5 51
10004 139 6 403 0 0
10005 1 5 156 84 53
10006 75 2 231 0 0
10007 98 4 30 62 25
10008 440 8 215 23 209
10009 188 4 95 0 0
10010 465 3 170 0 0
10011 212 7 342 0 0
10012 16 4 215 8 98
10013 86 4 22 60 2
10014 434 10 372 0 0
10015 162 2 19 66 3
10016 70 10 265 0 0
10017 19 5 393 26 277
10018 440 7 390 0 0
10019 192 9 124 0 0
10020 313 7 83 0 0
10021 92 1 24 31 8
10022 63 9 189 92 85
10023 106 4 484 5 414
10024 308 9 474 34 132
10025 208 1 321 10 60
10026 71 10 3 0 0
10027 167 1 403 0 0
10028 22 9 274 93 27
10029 107 2 391 94 78
