# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 11 10 393 93 300
10001 2 9 196 0 0
10002 402 6 90 39 35
10003 272 6 302 0 0
10004 280 4 428 29 75
10005 9 2 272 0 0
10006 494 2 74 13 3
10007 0 7 426 0 0
10008 435 7 172 0 0
10009 95 6 377 0 0
10010 484 4 185 0 0
10011 255 8 79 0 0
10012 79 5 182 0 0
10013 145 9 496 10 258
10014 200 10 470 0 0
10015 185 8 82 9 65
10016 204 1 129 35 54
10017 464 9 219 17 97
10018 490 5 201 0 0
10019 400 2 158 72 30
10020 259 3 376 38 133
10021 92 4 170 88 7
10022 381 10 476 0 0
10023 272 7 249 0 0
10024 484 9 117 97 97
10025 283 4 200 0 0
10026 404 1 234 33 2
10027 118 1 462 13 238
10028 234 9 102 0 0
10029 31 10 369 75 90
