# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 222 8 346 45 118
10001 466 3 361 0 0
10002 193 2 343 0 0
10003 121 4 205 96 102
10004 311 5 276 2 167
10005 496 6 410 0 0
10006 71 1 13 0 0
10007 472 3 66 81 28
10008 398 5 165 0 0
10009 179 5 289 0 0
10010 328 5 136 31 134
10011 192 3 393 0 0
10012 372 3 377 0 0
10013 237 3 63 0 0
10014 14 3 258 0 0
10015 361 7 396 0 0
10016 482 3 1 0 0
10017 284 10 93 3 54
10018 454 1 144 40 49
10019 364 2 500 50 194
10020 236 3 372 0 0
10021 373 4 459 22 148
10022 247 2 366 0 0
10023 328 6 200 0 0
10024 56 10 204 3 34
10025 419 10 466 0 0
10026 367 5 466 0 0
10027 248 7 7 0 0
10028 472 8 125 0 0
10029 228 2 442 56 46
