# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 88 8 89 0 0
10001 262 3 260 0 0
10002 106 3 279 32 11
10003 337 10 62 0 0
10004 211 10 26 0 0
10005 394 3 403 84 382
10006 453 10 36 69 31
10007 258 3 283 6 90
10008 346 5 296 0 0
10009 393 10 157 43 52
10010 191 6 410 0 0
10011 490 3 453 0 0
10012 242 3 411 0 0
10013 393 2 196 16 140
10014 142 10 64 43 36
10015 357 10 355 14 192
10016 174 1 163 27 104
10017 97 2 136 3 49
10018 243 5 139 27 20
10019 358 3 446 90 22
10020 129 10 27 0 0
10021 401 9 441 9 277
10022 326 1 87 8 2
10023 372 7 436 0 0
10024 393 8 79 0 0
10025 54 4 82 46 58
10026 164 7 149 0 0
10027 80 7 362 38 337
10028 45 8 57 0 0
10029 301 5 42 0 0
