# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 411 1 104 19 97
10001 141 10 150 96 44
10002 328 7 42 8 38
10003 256 5 59 0 0
10004 496 7 29 0 0
10005 61 10 431 29 249
10006 325 5 423 0 0
10007 289 5 284 96 147
10008 404 10 214 0 0
10009 374 6 308 51 75
10010 34 9 133 21 59
10011 58 8 248 0 0
10012 140 8 60 0 0
10013 332 7 117 0 0
10014 85 8 61 31 2
10015 82 7 104 20 77
10016 366 5 256 33 152
10017 108 6 403 38 359
10018 385 8 384 0 0
10019 168 4 263 48 21
10020 66 10 70 0 0
10021 387 9 35 0 0
10022 74 2 73 0 0
10023 93 9 400 40 360
10024 8 6 352 56 325
10025 142 2 405 37 18
10026 409 9 401 28 197
10027 112 8 136 61 79
10028 303 5 122 0 0
10029 416 5 32 7 27
