# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 411 9 131 0 0
10001 414 5 122 73 43
10002 388 1 466 3 394
10003 68 1 412 39 398
10004 57 1 153 44 13
10005 207 10 264 0 0
10006 8 4 410 0 0
10007 29 7 370 0 0
10008 103 1 386 0 0
10009 365 1 223 0 0
10010 338 7 75 0 0
10011 471 5 11 73 4
10012 405 1 400 91 153
10013 290 1 346 0 0
10014 346 1 327 92 102
10015 185 6 222 0 0
10016 210 8 461 0 0
10017 353 6 311 0 0
10018 343 3 407 0 0
10019 464 4 338 86 149
10020 3 3 131 96 39
10021 176 3 436 0 0
10022 264 5 101 0 0
10023 159 6 385 100 52
10024 491 2 432 45 162
10025 8 7 190 0 0
10026 396 1 399 0 0
10027 268 3 44 0 0
10028 487 2 152 0 0
10029 326 4 73 42 7
