# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 35 2 491 35 365
10001 468 3 399 91 133
10002 488 4 347 60 276
10003 280 4 383 0 0
10004 65 8 20 0 0
10005 318 4 442 93 160
10006 401 5 37 0 0
10007 58 5 75 80 31
10008 253 6 377 18 140
10009 103 9 239 99 221
10010 382 4 175 38 43
10011 443 8 489 0 0
10012 40 10 163 72 148
10013 380 1 411 36 196
10014 352 6 164 0 0
10015 2 2 290 79 282
10016 33 9 148 82 113
10017 437 6 248 0 0
10018 341 4 45 66 44
10019 16 6 77 29 24
10020 471 8 326 66 134
10021 281 3 245 38 73
10022 488 7 409 9 122
10023 414 4 437 0 0
10024 59 5 335 0 0
10025 408 2 98 0 0
10026 500 6 205 0 0
10027 237 3 142 46 28
10028 333 8 364 66 306
10029 92 6 46 0 0
