# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 211 5 410 0 0
10001 73 10 473 0 0
10002 298 5 276 66 0
10003 114 9 149 0 0
10004 331 4 130 10 35
10005 226 1 408 12 385
10006 497 3 222 35 141
10007 419 7 118 0 0
10008 413 8 164 0 0
10009 429 2 308 98 210
10010 265 8 77 100 64
10011 143 1 203 0 0
10012 322 9 333 49 98
10013 89 10 418 34 221
10014 424 7 418 55 331
10015 237 6 202 0 0
10016 27 10 128 0 0
10017 421 4 299 24 114
10018 430 8 222 40 86
10019 41 10 362 0 0
10020 227 8 427 0 0
10021 3 4 67 7 16
10022 13 10 287 99 104
10023 314 7 188 0 0
10024 23 7 101 53 31
10025 27 10 347 0 0
10026 345 7 191 0 0
10027 438 7 105 95 98
10028 448 10 41 0 0
10029 321 2 237 94 35
