# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 332 10 310 0 0
10001 22 2 23 0 0
10002 358 1 187 0 0
10003 153 8 316 0 0
10004 412 1 212 100 166
10005 376 5 275 56 243
10006 335 8 375 0 0
10007 172 7 128 100 19
10008 83 10 255 52 110
10009 179 2 116 0 0
10010 168 9 348 8 144
10011 437 10 66 32 66
10012 236 4 464 0 0
10013 442 8 107 0 0
10014 29 6 420 79 261
10015 400 1 288 91 123
10016 388 4 394 0 0
10017 324 5 173 0 0
10018 246 9 399 0 0
10019 443 4 485 81 35
10020 300 3 493 0 0
10021 90 10 215 50 146
10022 207 6 472 68 469
10023 67 7 322 71 216
10024 113 2 316 88 23
10025 214 6 484 44 312
10026 128 6 82 0 0
10027 169 9 423 81 124
10028 352 7 288 0 0
10029 458 5 1 17 1
