# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 105 8 45 0 0
10001 65 9 410 0 0
10002 393 5 132 17 22
10003 226 2 459 0 0
10004 432 4 391 0 0
10005 339 9 180 99 46
10006 447 8 197 70 12
10007 9 7 185 96 95
10008 443 1 5 60 2
10009 98 4 283 67 191
10010 178 10 396 0 0
10011 368 4 463 0 0
10012 110 4 338 65 332
10013 145 8 368 85 130
10014 40 3 302 0 0
10015 436 9 488 54 324
10016 39 1 396 0 0
10017 338 1 429 100 289
10018 453 4 216 15 185
10019 203 6 371 0 0
10020 358 8 217 0 0
10021 174 7 19 0 0
10022 359 10 42 24 8
10023 341 10 208 0 0
10024 341 6 267 0 0
10025 455 10 348 89 299
10026 186 2 139 0 0
10027 169 9 437 99 76
10028 26 10 3 74 2
10029 33 9 42 0 0
