# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 161 5 234 0 0
10001 489 4 46 5 3
10002 39 5 351 60 139
10003 190 1 71 64 24
10004 50 4 105 69 36
10005 482 1 254 57 85
10006 400 10 165 41 50
10007 433 6 239 0 0
10008 161 5 238 24 139
10009 479 1 41 58 0
10010 250 5 455 81 267
10011 459 2 439 60 137
10012 270 5 349 0 0
10013 197 7 280 100 217
10014 307 7 265 14 54
10015 303 9 355 0 0
10016 211 3 398 86 210
10017 240 1 13 0 0
10018 361 3 185 98 129
10019 217 8 87 0 0
10020 494 9 246 22 186
10021 284 8 406 78 69
10022 276 4 482 42 291
10023 103 10 107 20 7
10024 380 10 168 81 88
10025 468 10 103 52 63
10026 159 5 343 99 298
10027 404 1 400 0 0
10028 68 3 265 44 141
10029 80 8 391 0 0
