# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 351 8 459 18 360
10001 471 3 194 0 0
10002 443 7 186 70 166
10003 146 2 225 9 93
10004 248 6 376 0 0
10005 13 4 335 74 83
10006 359 8 236 0 0
10007 26 9 481 22 62
10008 185 3 267 60 211
10009 490 5 97 0 0
10010 394 3 26 8 3
10011 399 10 216 0 0
10012 199 4 113 0 0
10013 447 6 263 54 49
10014 136 10 188 51 143
10015 362 1 406 0 0
10016 391 7 446 0 0
10017 185 8 439 6 279
10018 224 9 218 0 0
10019 413 1 60 0 0
10020 375 5 178 40 79
10021 35 6 447 43 381
10022 157 7 370 0 0
10023 373 1 59 0 0
10024 72 5 57 0 0
10025 292 7 404 0 0
10026 111 9 445 74 50
10027 301 7 176 82 45
10028 499 4 76 17 18
10029 46 4 392 64 384
