# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 177 2 175 0 0
10001 375 7 87 0 0
10002 76 7 357 0 0
10003 338 3 307 0 0
10004 344 6 117 73 20
10005 339 3 197 27 127
10006 133 9 204 0 0
10007 188 2 316 0 0
10008 298 10 494 97 295
10009 342 7 170 5 152
10010 497 10 165 91 29
10011 228 1 153 0 0
10012 342 4 298 70 106
10013 207 3 155 0 0
10014 437 1 160 0 0
10015 374 5 436 0 0
10016 290 9 137 0 0
10017 240 4 350 0 0
10018 362 8 80 0 0
10019 227 6 138 0 0
10020 321 2 98 0 0
10021 300 10 467 15 413
10022 329 1 455 37 298
10023 415 3 426 17 208
10024 269 3 272 35 193
10025 301 7 235 22 233
10026 375 9 261 0 0
10027 204 7 261 35 203
10028 245 10 315 0 0
10029 240 6 45 77 35
