# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 201 9 90 42 7
10001 447 6 42 40 7
10002 433 8 90 0 0
10003 483 2 425 21 351
10004 152 9 310 0 0
10005 49 10 194 45 176
10006 275 9 385 82 258
10007 23 4 33 88 27
10008 135 2 105 16 92
10009 428 5 210 0 0
10010 35 5 102 0 0
10011 408 7 277 0 0
10012 455 8 420 10 254
10013 193 4 175 0 0
10014 121 4 371 0 0
10015 358 4 65 36 58
10016 145 8 48 0 0
10017 392 10 297 0 0
10018 347 3 220 32 148
10019 267 10 306 16 131
10020 402 7 6 0 0
10021 396 6 493 92 292
10022 52 4 45 0 0
10023 100 2 310 0 0
10024 192 8 418 98 70
10025 216 8 59 2 47
10026 385 3 322 0 0
10027 489 10 256 0 0
10028 464 9 307 96 30
10029 322 5 270 58 38
