# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 319 1 130 6 6
10001 61 1 434 0 0
10002 258 4 149 0 0
10003 244 10 315 53 13
10004 255 8 251 6 46
10005 30 10 231 88 23
10006 292 9 278 62 271
10007 15 2 126 0 0
10008 269 10 32 0 0
10009 214 3 150 80 128
10010 69 1 409 0 0
10011 423 9 428 0 0
10012 38 3 5 0 0
10013 1 5 456 0 0
10014 172 7 486 81 148
10015 62 8 287 68 189
10016 377 3 437 74 185
10017 390 2 98 59 96
10018 343 9 213 0 0
10019 171 6 423 100 388
10020 294 7 232 95 150
10021 25 9 132 0 0
10022 176 4 368 46 163
10023 251 1 452 5 241
10024 90 4 8 19 6
10025 67 6 333 96 166
10026 210 6 154 66 119
10027 277 8 38 0 0
10028 249 1 390 0 0
10029 157 2 233 75 95
