# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 304 4 202 18 9
10001 341 6 350 0 0
10002 134 3 199 0 0
10003 200 2 198 93 103
10004 67 4 48 0 0
10005 421 4 307 0 0
10006 291 4 407 0 0
10007 293 2 130 28 18
10008 430 4 465 0 0
10009 214 3 336 0 0
10010 413 1 463 47 243
10011 92 2 451 26 128
10012 29 1 427 0 0
10013 272 5 252 69 54
10014 460 3 63 13 24
10015 17 8 288 83 148
10016 430 9 45 32 35
10017 168 7 165 0 0
10018 201 3 409 34 402
10019 370 2 111 0 0
10020 445 5 353 0 0
10021 99 7 53 65 39
10022 359 9 426 0 0
10023 12 1 486 0 0
10024 121 1 52 47 12
10025 357 2 207 14 207
10026 302 2 406 0 0
10027 238 8 359 0 0
10028 469 10 413 0 0
10029 417 10 352 98 280
