# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 20 3 194 0 0
10001 454 2 423 24 172
10002 449 8 1 72 0
10003 31 7 146 60 20
10004 338 8 313 0 0
10005 9 9 432 0 0
10006 205 10 353 68 176
10007 97 2 272 0 0
10008 140 9 386 0 0
10009 468 2 127 0 0
10010 420 2 484 86 458
10011 332 8 131 28 38
10012 392 8 249 61 205
10013 320 7 320 62 116
10014 40 9 149 0 0
10015 217 1 41 3 30
10016 103 10 131 16 38
10017 492 5 264 46 194
10018 263 2 332 21 260
10019 370 7 184 53 41
10020 371 2 77 17 13
10021 318 1 311 71 107
10022 239 9 343 64 48
10023 110 10 18 0 0
10024 151 3 466 0 0
10025 188 8 328 51 121
10026 426 6 105 0 0
10027 302 9 402 94 54
10028 62 2 90 79 0
10029 91 4 430 0 0
