# pid  arrived_at   priority   cpu_burst  io_burst   io_request_time
10000 288 4 103 0 0
10001 469 4 121 0 0
10002 242 10 201 0 0
10003 148 10 265 0 0
10004 460 6 115 100 90
10005 314 5 348 0 0
10006 396 5 340 0 0
10007 282 9 43 84 26
10008 169 2 237 0 0
10009 160 3 140 0 0
10010 234 1 179 0 0
10011 20 2 143 56 31
10012 212 9 327 0 0
10013 84 7 107 0 0
10014 336 5 273 0 0
10015 246 9 44 0 0
10016 336 4 62 0 0
10017 206 5 241 0 0
10018 85 2 49 1 16
10019 224 8 443 0 0
10020 198 8 276 0 0
10021 174 7 63 56 49
10022 465 4 314 62 40
10023 380 7 37 46 35
10024 485 8 204 0 0
10025 195 9 322 92 22
10026 105 2 29 74 9
10027 476 10 186 25 11
10028 331 9 21 0 0
10029 469 5 125 0 0
